,pertanyaan,jawaban,penilai 1,penilai 2
59,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Original: Seberapa orisinal metode dan masalah penelitian

Orisinal pada metode: 

Memecahkan masalah yang sudah dipecahkan oleh orang lain dengan menggunakan metode yang berbeda.

Original pada masalah:

- Menyelesaikan masalah yang belum pernah ditemukan solusinya

- Model penelitian yang kontribusi ada pada penemuan masalah baru sebagai objek penelitian

Kontribusi: kontribusi dari artikel ilmiah yang dibuat terhadap perkembangan ilmu pengetahuan.

Kontribusi pada metode:

- Menggunakan metode baru yang sebelumnya tidak dipakai oleh orang lain untuk menyelesaikan masalah

Keterbaruan: Keterbaruan dari hasil riset yang dikembangkan",7,8
60,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Yang pertama ada aspek originalitas, apakah sebelumnya sudah ada yang mengerjakan masalah ini? Apakah sudah ada yang pernah memecahkan masalah ini? Jika sudah ada, pastikan menggunakan metode yang berbeda. Yang kedua ada aspek kontribusi, apa yang dapat dikontribusikan kepada masyarakat melalui penelitian tersebut. Yang ketiga ada aspek keterbaruan, apakah metode yang digunakan pada penelitian tersebut tergolong baru ataukah sudah pernah dilakukan di masa lalu.4",4,4
61,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. originality Orisinalitas 

Orisinalitas pada metode (memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya tapi dengan metode yang berbeda)

Orisinalitas pada masalah (memecahkan masalah yang orang lain belum mengerjakan sebelumnya atau memecahkan masalah baru)

model penelitian yang kontribusi ada pada penemuan maslah baru sebagai obyek penerapan metode

2. contribution (Kontribusi)

Kontribusi pada metode : menerapkan metode baru yang sebelumnya belum pernah digunakan orang untuk memecahkan masalah konvergensi.

Kontribusi pada masalah : menyelesaikan masalah yang belum pernah dipecahkan

3. Novelty (keterbaruan)

keterbaruan dari penelitian yang telah dilakukan artinya penelitiannya belum pernah dilakukan sebelumnya. Sebuah penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan",10,9
62,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Originalitas

Originalitas merupakan suatu keadaan yang bersifat asli. adapun originalitas dalam penulisan ilmiah adalah:

a. Originalitas dalam metode yang bereti memecahkan masalah yang pernah ada namun dengan metode yang berbeda

b. Originalitas dalan masalah yang berarti memecahkan masalah yang belum pernah dipecahkan orang lain. 

2. Kontribusi

kontribusi adalah salah satu bentuk dari partisipasi yang dimana dalam penulisan ilmiah ada 2 yaitu:

a. Kontribusi pada metode yang berarti menerapkan salah satu metode yang sebelumnya belum pernah digunakan orang untuk memecahkan masalah tertentu

b. kontribusi pada masalah yang berarti mencari masalah dengan topik yang sama namun dengan objek masalah yang belum pernah dipecahkan orang sebelumya

3. Keterbaruan

penelitian yang baik adalah penelitian yang menemukan unsur temuan baru. keterbaruan  bisa diartikan sebagai informasi baru dimana peneliti merupakan orang pertama yang melakukannya maupun Menemukan celah pengetahuan baru, masalah baru dan metode baru dari sekian banyak riset yang telah dilakukan.",10,10
63,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Aspek Subtansial 

Berupa isi karya ilmiah yakni informasi keilmuan yang terkandung.

2. Aspek Metodologis

Berupa Prosedur dan tata cara penyusunan karya ilmiah baik metode penelitian maupun metode penulisan.

3. Aspek Kebahasaan

Berupa tata bahasa struktur, diksi, dan ejaan.",0,0
64,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Aspek utama dalam penelitian adalah sebagai berikut.

- Aspek Substansi

Aspek substansial meliputi isi karya ilmiah, seperti informasi keilmuan yang terkandung di dalamnya, diusahakan tergolong informasi yang baru up to date, aktual, urgen, dan memiliki nilai manfaat yang lama atau sebentar. Substansi ini dijadikan landasan penelitian agar topiknya tidak melebar dan lebih terfoks.

- Aspek Metodologis

Aspek metodologis meliputi prosedur dan cara penyusunan karya ilmiah, misalnya metode penelitian jika karya ilmiah itu merupakan hasil sebuah penelitian, serta metode penulisan.

- Aspek Kebahasaan

Aspek kebahasaan meliputi tata bahasa struktur, diksi, dan ejaan

Dalam riset juga terdapat aspek 

- originalitas atau keaslian yang mana membedakan penelitian dengan penelitian lain dan belum pernah dibahas pada penelitian lain, 

- kontribusi yaitu penelitian untuk kebermanfaatan sebuah bidang dan meneliti sesuatu yang berdaya guna untuk masyarakat dan ke depannya, serta 

- keterbaruan di mana penelitian up to date dan relevan dengan apa yang terjadi pada masa kini agar dapat segera digunakan maupun diteliti lebih lanjut",0,0
65,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Originality

Originality berarti, orisinil. Penelitian harus bersifat orisinil pada metode dan masalah

Orisinalitas pada metode :

-  Memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda

Orisinalitas pada masalah :

- Memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya

-          Model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode

2. Contribution

COntribution berarti kontribusi. Penelitian harus berkontribusi, atau bersifat membantu

Kontribusi pada metode

-  Menerapkan metode baru yang tidak pernah digunakan sebelumnya untuk membantu memecahkan masalah yang sudah ada

Kontribusi pada masalah

-  Berkontribusi menyelesaikan masalah atau membuat metode untuk membantu menyelesaikan masalah

Penelitian yang tidak menyelesaikan masalah baru atau menerapkan metode baru terhadap masalah yang sudah ada disebut sebagai penelitian tanpa kontribusi

3. Novelty

novelty berarti keterbaruan, penelitian yang dilakukan harus membahas mengenai masalah yang baru dan menggunakan metode baru, bukan menggunakan masalah lama yang sudah ada penyelesaiannya",9,10
66,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Originality

Merupakan keaslian dari sebuah penelitian.

Originality dapat dibagi menjadi 2 yaitu :

	* originality pada metode, yaitu memecahkan masalah dengan metode yang berbeda dari sebelumnya (penelitian sudah pernah dikerjakan oleh orang lain)
	* originality pada masalah, yaitu memecahkan masalah yang belum pernah dikerjakan

2. Contribution

Merupakan kontribusi terhadap sebuah penelitian.

dibagi menjadi 3, yaitu:

	* kontribusi pada metode, yaitu menerapkan sebuah metode terhadap suatu masalah yang sebelumnya metode tersebut tidak pernah digunakan
	* kontribusi terhadap masalah, yaitu memberikan sebuah permasalahan baru 
	* penelitian tanpa kontribusi, yaitu penelitian yang menggunakan metode yang sudah digunakan sebelumnya

3. Novelty

Merupakan keterbaruan sebuah penelitian",8,9
67,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Orisinalitas \n 

Orisinalitas adalah melakukan yang belum dilakukan oleh orang lain. bisa dalam bentuk metode penyelesaian suatu masalah atau bahkan dalam menyelesaikan masalah baru. \n \n 

2. Kontribusi \n 

Kontribusi adalah ikut andil dalam perkembangan ilmu dengan meneliti suatu metode yang sebelumnya belum dilakukan pada suatu masalah atau dengan menggunakan cara yang berbeda dengan sebelumnya. \n \n

3. Keterbaruan \n

Keterbaruan adalah penelitian tersebut mendapatkan sesuatu yang baru atau memperbarui penelitian yang sudah terjadi, bisa saja menolak teori yang sudah ada atau meluruskan hasil penelitian yang masih kontradiksi diantara satu dan lain penelitian. ",8,7
68,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Orisinalitas terbagi menjadi 2 bagian, yaitu pada metode dimana akan memecahkan masalah yang yang pernah dikerjakan menggunakan metode yang berbeda, dan pada masalah dimana akan memecahkan masalah yang belum pernah dikerjakan sebelumnya. Kontribusi terbagi menjadi 2 bagian, yaitu pada metode dimana akan menerapkan metode/cara yang sebelumnya tidak pernah digunakan untuk memecahkan suatu masalah, dan pada masalah dimana memprediksi suatu permasalahan untuk diselesaikan menggunakan peluang dan metode yang ada. Terakhir, keterbaruan yaitu menemukan sesuatu yang baru dalam sebuah penelitian.",9,9
69,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Dalam penelitian terdapat 3 aspek utama yaitu orisinalitas, kontribusi, dan keterbaruan. 

1. Originalitas berarti penelitian ini asli atau murni belum pernah ada yang mengangkatnya. Orisinalitas ini dibagi menjadi 2 yaitu bisa orisinalitas pada metode dan orisinalitas pada masalah. Orisinalitas pada metode berarti memecahkan masalah yang sudah diangkat orang lain namun dengan metode penyelesaian berbeda. Sedangkan orisinalitas pada masalah beraryi mengangkat masalah baru/belum pernah diangkat dan dapat menyelesaikan dengan metode yang sudah ada.

2. Kontribusi berarti penelitian harus memberikan kontribusi atau ketergunaan atau manfaat pada pengethuan untuk kehidupan manusia yang lebih baik.

3. Keterbaruan berarti penelitian harus menghasilokan penemuan baru atau yang belum ditemukan orang lain sehingga hasil bisa dimanfaatkan.",6,8
70,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Originality dapat diterapkan dalam 2 hal yaitu pada metode dan masalah

originality pada metode : 

	* Memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda
	* Model penelitian yang kontribusi ada pada method improvement

originality pada masalah  :

	* Memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya
	* Model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode

2. Contribution yaitu kontribusi kepada pengetahuan yang mencakup penyempurnaan atau perbaikan yang dilaksanakan, atau kontribusi kepada orisinalitas/kebaruan pada penelitian yang sedang dilaksanakan.

	* TOPIK : Penerapan Algoritma Genetika berbasis Model XYZ untuk Penentuan Desain Bendungan dengan parameter Tinggi, Lebar dan Dalam di Bendungan Pandanaran
	* METODE: Algoritma Genetika berbasis Model XYZ
	* MASALAH: Penentuan Desain Bendungan dengan Tiga Parameter

3.Novelty yaitu unsur kebaruan atau temuan dari sebuah penelitian. Penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan.",8,8
71,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"* orisinalitas
orisinalitas dalam segi metode, artinya mengerjakan maslaha yang sudah pernah dikerjakan dengan motode/cara yang berbeda
orisinalitas dalam segi maslaah, berrati mengerjakan suatu permasalahan baru yang belum pernah dikerjaakn orang lain
 
	* kontribusi
kontribusi dalam segi metode artinya memecahkan masalah dengan menggunakan metode ABC yang tidak pernah digunalan orang lain sebelumnya. 
kontribusi dalma segi maslaah  artinya fapat memberikan contoh solusi permasalahn yang sering terjadi seperti memprediksi tanpa kemacetan
tanpa kontribusi artinya menggunkana metode yang sama namun dengan hasil yang mungkin sama

	* keterbaruan
keterbaruan artinya bidang yang akan diriset dikaji dengan riset yang baru dan relevan dengan kebutuhan masyarakat serta dengan mengikuti kaidah riset lainnya seperti memberikan kontribusi pada masyaratkat, mengikuti metodologi yang benar, bukan pengulangan dan berisi kejujuran ",8,9
72,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"- orisisnalitas

penelitian ditulis dan diteliti oleh peneliti atau penulis itu sendiri bukan dari orang lain dan belum dilakukan sebelumnya

- kontribusi

Menerapkan suatu metode  digunakan orang untuk memecahkan masalah konvergensi. Segala sesuatu yang dilaksanakan untuk membantu menghasilkan produk dengan menemukan metode atau masalah baru yang disempurnakan ataupun original

- Keterbaruan

Bidang yang dikaji sangat baru dan relevan dengan kebutuhan masyarakat",4,5
73,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. originalitas
originalitas adalah penelitian yang dilaksanakan oleh seseorang tanpa melakukan plagiarisme dari hasil penelitian sebelumnya, dengan menggunakan metode baru terhdap masalah yang sudah ada maupun, melakukan pengerjaan terhadap suatu permasalahan yang belum dikerjakan oleh siapapun dengan metode-metode tertentu

2. kontribusi

kontribusi adalah melakukan penelitian dengan memperbaiki metode atau ilmu pengetahuan terhadap suatu permasalahan sehingga terdapat perbedaan atau dukungan terhadap hasil penelitian antara hasil penelitian sekarang, dengan hasil penelitian yang sebelumnya

3. keterbaruan

keterbaruan penelitian adalah suatu aspek yang dilakukan selama penelitian bahwasanya belum pernah dilakukan penelitian terhadap topik tersebut, sehingga menghasilkan hasil penelitian yang dapat menambah keragaman ilmu pengetahuan.",7,8
74,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"- originality = harus memiliki originalitas dalam penelitian tersebut. dengn kata lain penelitian belum pernah dilakukan. Bisa orisinalitas pada metode atau orisinalits pada masalah

-contribution = kontribusi yang orisinil pada pengetahuan dalam bentuk menemukan dan merevisi fakta, teori dan aplikasi. memiliki kontribusi bisa dalam bidang keilmuan maupun kehidupan

- novelty =  unsur kebaruan atau temuan dari sebuah penelitian. Penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan.",6,6
75,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 aspek utama yang harus dimiliki dalam sebuah penelitian yaitu Orisinalitas, Kontribusi, dan Novelty. Orisinalitas dibagi menjadi 2 bagian, yaitu orisinalitas pada metode dan orisinalitas pada masalah. Orisinalitas pada metode berorientasi untuk memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda, sedangkan orisinalitas pada masalah berorirentasi untuk memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya. Contoh kontribusi adalah : Penerapan Metode ABC dalam Pemecahan Masalah Konvergensi pada Metode Latent Dirichlet Allocation untuk Menentukan Harga Kebutuhan Pokok di Indonesia berdasarkan Sinyal Sosial Media, kobtribusinya adalah Menerapkan Metode ABC yang sebelumnya tidak pernah digunakan orang untuk memecahkan masalah konvergensi. Novelty adalah unsur kebaruan atau temuan dari sebuah penelitian. Penelitian dikakatan baik jika menemukan untuk temuan baru sehingga memiliki kontribusi.",6,7
76,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 Aspek utama yang harus dimiliki dalam sebuah penelitian adalah originality, contribution, dan novelty. 

	* Originality atau orisinalitas. Orisinalitas memiliki 2 tipe, pada metode yang digunakan atau pada masalah penelitian. Orisinalitas ini maksudnya belum pernah dilakukan orang lain. Jika metode maka masalah yang sama namun metode yang dilakukan berbeda. Jika masalah maka masalah yang belum pernah diselesaikan orng lain atau memiliki penemuan masalah baru.
	* Contribution atau kontribusi adalah kontribusi apa yang dihasilkan dari penelitian tersebut. Kontribusi memiliki 2 tipe, masalah dan metode. Pada tipe masalah maka kontribusi terletak ketika masalah diselesaikan. Pada tipe metode maka kontribusi terletak ketika masalah diselesaikan dengan metode tersebut.
	* Novelty atau keterbaruan maksudnya ketika penelitian tersebut memiliki terobosan baru yang belum pernah dihasilkan orang lain. Juga bisa merupakan suatu ide yang belum terpikirkan yang kemungkinan membuka penelitian-penelitian baru kedepannya.",8,8
77,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"* ORIGINALITY (ORSINALITAS)

	* Orisinalitas pada Metode: Memecahkan masalah yang sudah pernah diselesaikan orang lain, tapi menggunakan metode yang berbeda. Contohnya untuk memecahkan masalah penentuan route, ada yang sudah pernah memecahkan menggunakan metode BFS, kemudian ada orang lain lagi yang memecahkan menggunakan metode DFS untuk masalah yang sama.
	* Orisinalitas pada Masalah: Memecahkan masalah yang belum pernah diselesaikan orang lain dan model penelitian yang kontribusui ada pada penemuan masalah baru sebagai objek penerapan metode. Contohnya ada seorang peneliti ingin menerapkan metode Brute Force, kemudian peneliti tersebut mencari masalah yang belum pernah diselesaikan sebelumnya untuk menerapkan metode tersebut.

	* CONTRIBUTION (KONTRIBUSI)

	* Kontribusi pada Metode: Penerapan metode ABC yang sebelumnya tidak pernah digunakan orang untuk memecahkan masalah konvergensi. Contohnya penerapan metode ABC untuk memecahkan masalah konvergensi pada metode Latent Dirichlet Allocation untuk menentukan harga kebutuhan pokok di Indonesia berdasarkan sinyal sosial media.
	* Kontribusi pada Masalah:  Mencari sebuah masalah yang belum pernah diselesaikan sebelumnya. menggunakan sebuah metode XYZ Contoh: Nowcasting Traffic Congestion based on Social Media Signal and Time Series Data using XYZ Method, Memprediksi tingkat kemacetan menggunakan data time series.

	* NOVELTY (KETERBARUAN): Ada unsur temuan baru sehingga memiliki kontribusi untuk keilmuan dan kehidupan. Contoh: Penemuan baru mengenai bahan-bahan yang baik digunakan untuk handbody.",8,7
78,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 aspek penelitian

1. Aspek substansial

Aspen ini menyangkut isi karya ilmiah yitu informasi keilmuan yang terkandung di dalamnya. Apakah informasi keilmuannya tergolong baru , aktual, atau urgen, dan memiliki nilai manfaat yang jangka panjang atau jangka pendek.

2. Aspek metodologis
Aspek ini menyangkut prosedur dan cara penyusunan karya ilmiah baik metode penelitian (karya ilmiah hasil sebuah penelitian) maupun metode penulisan.

3. Aspek Kebahasaan
Aspek kebahasaan meliputi tata bahasa (struktur), diksi, dan ejaan.",0,0
79,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Orisinalitas, terdapat dua: 1. Orisinalitas pada metode, yaitu memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya. 2. Orisinalitas pada masalah, yaitu memecahkan masalah yang orang lain belum pernah mengerjakan sebelumnya.

Kontribusi: merupakan perbaikan dari metode, ilmu pengetahuan, cara model algoritma.

Keterbaruan: merupakan unsur kebaruan atau temuan dari sebuah penelitian",6,6
80,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Aspek Substansial (isi)

Aspek substansial menyangkut isi karya ilmiah yakni informasi keilmuan yang terkandung di dalamnya. Apakah informasi keilmuannya tergolong baru, aktual, urgen, dan memiliki nilai manfaat yang lama atau sebentar

2 Aspek Metodologis

Aspek metodologis menyangkut prosedur dan cara penyusunan karya ilmiah baik metode penelitian maupun metode penulisan

3 Aspek Kebahasaan. 

Aspek kebahasaan meliputi tata bahasa/struktur, diksi, dan ejaan.",0,0
81,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Originality/Orisinalitas: Maksudnya disini kita melakukan penilitian dengan kerja kita sendiri dengan tidak melakukan plagiasi tetapi boleh menjadikan penelitian orang lain sebagai referensi. Ada beberapa hal yang harus diperhatikan dalam menentukan orisinalitas kita dalam penelitian yaitu memecahkan masalah dengan metode lain yang tidak sama dengan orang lain gunakan dalam tema yang sama, kemudia bisa melakukan penelitian yang belum pernah dipecahkan orang lain, lalu bisa berkontribusi pada penemuan masalah baru.

2. Kontribusi: dalam penelitian yang kita lakukan harus ada kontribusi kepada pengetahuan yang bisa menjadi penyempunaan atau perbaikan dalam penelitian yang telah dilakukan sebelumnya dengan metode yang berbeda dari peneliti sebelumnya.

3. Novelity: ini hampir mirip dengan originality tetapi novelity ini merupakan suatu penelitian yang menemukan hal yang benar benar baru maksudnya tidak melakukan penelitian dari penelitian sebelumnya yang telah dilakukan, novelity ini bisa menggunakan variabel yang sama tetapi harus pada situasi/kondisi atau lingkungan yang berbeda sehingga menemukan hal baru dari penelitian. Novelitiy ini dilakukan untuk mencegah terulangnya hasil penelitian yang sama dari peneliti sebelumnya sehingga tidak menjadi plagiarisme.",8,8
82,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Tiga aspek utama dalam sebauh penelitian
A. Originality(Orisinalitas)

	* Orisinalitas pada metode,yaitu memecahkan masalah yang sudah pernah dilakukan oleh orang lain,tapi dengan metode yang berbeda.
	* Orisinalitas pada masalah.yaitu memecahkan masalah yang belum pernah diselesaikan  ataupun menemukan penelitian baru           

B. KONTRIBUSI

	* Kontribusi pada metode,yaitu menerapkan sebuah metode yang belum pernah digunakan untuk memecahkan sebuah masalah
	* Kontribusi pada masalah

C. Novelty
     Novelty merupakan sebuah penemuan baru dari sebuah penelitian 

 ",7,8
83,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"Aspek utama dalam penelitian ada 3, yaitu:

a. originality (orisinalitas)

-       Orisinalitas pada metode: memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya tapi dengan metode yang berbeda

-       Orisinalitas pada masalah: memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya, model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode.

b. contribution (kontribusi)

-       Kontribusi pada metode:

·       Penerapan metode ABC dalam pemecahan masalah konvergensi pada metode Latent Dirichlet Allocation untuk menentukan harga kebutuhan pokok di indonesia berdasarkan sinyal social media

·       Kontribusi: menerapkan metode ABC yang sebelumnya tidak pernah digunakan orang untuk memecahkan masalah konvergensi

-       Kontribusi Pada masalah

·       Nowcasting trafic congestion based on social media signal and time seies data using XYZ method

·       Nowcasting à estimating in near real-time

·       Kontribusi : memprediksi tingkat kemacetan (kebanyakan peneliti menggunakan data time series. Di sisi lain social media banyak digunakan oleh masyarakat saat ini sehingga memberikan peluang ketersediaan data.

Penelitian tanpa kontribusi:

-       Penetuan harga kebutuhan pokok di indonesia berdasarkan data twitter menggunakan metode latent  Dirichlet allocation

-       Penentuan harga kebutuhan pokok berbasis status facebook menggunakan metode latent Dirichlet allocation.

c. novelty (keterbaruan)

-       Kontribusi pada metode

·        Penerapan Metode ABC dalam Pemecahan Masalah Konvergensi pada Metode Latent Dirichlet Allocation untuk Menentukan Harga Kebutuhan Pokok di Indonesia berdasarkan Sinyal Sosial Media 

○ Kontribusi: Menerapkan Metode ABC yang sebelumnya tidak pernah digunakan orang untuk memecahkan masalah konvergensi

-       Kontribusi pada masalah
Nowcasting Trafic Congestion based on Social Media Signal and Time Series Data using XYZ Method 
■ Nowcasting ➔ estimating in near real-time 

○ Kontribusi: Memprediksi tingkat kemacetan (kebanyakan peneliti menggunakan data time series. Di sisi lain social media banyak digunakan oleh masyarakat saat ini sehingga memberikan peluang ketersediaan data)",6,6
84,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 aspek utama yang terdapat pada penelitian adalah originality, contribution, dan novelty.

- originality (originalitas) dalam hal metode berarti sebuah penelitian harus bisa memecahkan masalah yang orang lain pernah kerjakan sebelumnya namun dengan metode yang berbeda. Sedangkan, dalam hal masalah originality berarti penelitian harus memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya dan adanya kontribusi pada penemuan masalah baru.

- Kontribusi dalam hal metode berarti adanya penerapan metode baru yang sebelumnya tidak pernah digunakan oleh orang lain untuk memecahkan masalah yang sudah pernah ada. Sedangkan, dalam hal masalah, kontribusi berarti memberikan penyelesaian masalah yang baru dan berbeda dengan yang pernah ada sebelumnya.

- Novelty merupakan aspek kebaruan atau adanya penemuan hal baru di dalam penelitian. Sebuah penelitian dapat disebut sebagai penelitian yang baik apabila di dalam penelitian tersebut ditemukan sebuah temuan baru yang memiliki kontribusi bagi kehidupan atau masyarakat.",10,10
85,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"3 aspek utama yang harus dimiliki dalam sebuah penelitian, yaitu:

1. Originality (Orisinalitas)

Orisinalitas ini dibagi menjadi dua, bisa orisinal pada metode ataupun masalah. 

Orisinal pada metode yang dimaksud adalah memecahkan masalah yang orang lain sudah pernah mengerjakan sebelumnya, tapi dengan metode yang berbeda.

Orisinal pada masalah yang dimaksud adalah memecahkan suatu masalah yang orang lain belum pernah mengerjakan sebelumnya. Atau bisa juga jika model penelitian yang kontribusi ada pada penemuan masalah baru sebagai obyek penerapan metode.

2. Contribution (Kontribusi)

Kontribusi dalam penelitian yang dimaksud adalah perbaikan dari metode, ilmu pengetahuan, cara, model dan algoritma. Hal tersebut sering disebut method improvement yang dilakukan oleh peneliti.

3. Novelty (Keterbaruan)

Novelty adalah unsur kebaruan atau temuan dari sebuah penelitian. Penelitian dikatakan baik jika menemukan unsur temuan baru sehingga memiliki kontribusi baik bagi keilmuan maupun bagi kehidupan. Novelty akan ditemukan kalau bisa melihat research gap. Research gap adalah pertentangan hasil penelitian dari penelitian-penelitian terdahulu.",7,8
86,Dalam penelitian terdapat 3 aspek utama yang harus dimiliki dalam sebuah penelitian.  Sebutkan dan jelaskan selengkap mungkin yang anda ketahui mengenai hal tersebut!,"1. Originality ( orisinalitas) terbagi menjadi 2 yaitu pada metode dan pada masalah. orisinalitas pada metode yaitu sudah ada penelitian sebelumnya tetapi menggunakan metode yang berbeda, sedangkan orisinalitas pada masalah yaitu melakukan penelitian untuk memecahkan suatu masalah yang sebelumnya belum pernah ada.

2. Contribution(kontribusi) terbagi menjadi 2 yaitu pada metode dan pada masalah. kontribusi pada metode yaitu berkontribusi menyelesaikan suatu permasalahan dengan menggunakan suatu metode, sedangkan kontribusi pada masalah yaitu kita berkontribusi pada suatu permasalahan yang bisa membantu dalam kehidupan masyarakat maupun bidang keilmuan.

3.Novelty (Keterbaruan) melakukan penelitian dengan menemukan suatu permasalahan yang baru sehingga memiliki kontribusi baik pada kehidupan masyarakat maupun ilmu pengetahuan.",10,10
